Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,temperature,wind_speed,precipitation,season,league_home_avg,league_away_avg,HomeTeam_goals_5avg,HomeTeam_win_pct,AwayTeam_goals_5avg,AwayTeam_win_pct,Home_clean_sheets_5,Home_goals_conceded_5avg,Away_clean_sheets_5,Away_goals_conceded_5avg,Home_shot_conv_3,Away_shot_conv_3,Home_avg_cards_5,Away_avg_cards_5,Home_comeback_pts_10,Away_comeback_pts_10,h2h_goal_diff
F1,2017-02-12,Strasbourg,Paris SG,2,1,H,1,1,D,5,29,2,5,20,5,0,13,4,3,0,0,-0.5541666666666666,12.824999999999998,0.3,2017,1.5289473684210526,1.1894736842105262,1.6,0.5,2.2,0.2,1.0,1.6,2.0,0.8,0.12901977228010192,0.22498312626553008,1.8,3.2,1.0,0.0,0
F1,2017-02-12,Troyes,Guingamp,0,1,A,0,1,A,14,11,3,5,13,9,5,3,2,2,1,1,0.3708333333333333,11.983333333333334,0.0,2017,1.5289473684210526,1.1894736842105262,1.6,0.6,0.6,0.2,2.0,1.4,0.0,2.8,0.19352965842015288,0.038457101103718805,2.6,1.6,0.0,0.0,0
F1,2017-03-12,Caen,Lyon,1,2,A,0,1,A,19,11,4,4,18,15,9,4,1,3,0,0,6.866666666666667,11.141666666666666,0.7999999999999999,2017,1.5289473684210526,1.1894736842105262,0.8,0.6,3.6,0.3,3.0,0.6,3.0,1.0,0.06521313827359085,0.3947056811304371,1.4,2.4,0.0,1.0,0
F1,2017-03-12,Montpellier,Marseille,1,1,D,1,1,D,13,6,4,2,9,23,1,3,4,2,0,0,2.825,13.079166666666666,0.0,2017,1.5289473684210526,1.1894736842105262,1.2,0.6,2.4,0.4,3.0,0.4,2.0,1.2,0.10809934329648947,0.11110370419749796,2.4,2.2,0.0,0.0,0
F1,2017-03-12,St Etienne,Nantes,1,1,D,1,0,H,13,22,4,6,18,10,5,9,4,1,0,0,-2.858333333333334,10.866666666666667,0.2,2017,1.5289473684210526,1.1894736842105262,1.4,0.6,1.0,0.4,0.0,2.2,0.0,1.8,0.04347542551572723,0.07142091918722994,2.4,2.8,1.0,0.0,0
F1,2017-08-12,Bordeaux,Strasbourg,0,3,A,0,2,A,12,10,2,4,14,10,10,5,3,1,0,0,8.35,9.679166666666664,4.0,2017,1.5289473684210526,1.1894736842105262,1.6,0.6,1.0,0.4,1.0,1.0,0.0,2.0,0.12120110293003666,0.11427591920692512,2.8,1.6,0.0,0.0,0
F1,2017-09-12,Angers,Montpellier,1,1,D,0,0,D,13,10,4,6,15,10,5,4,3,2,0,0,2.4708333333333328,12.775,1.7999999999999998,2017,1.5289473684210526,1.1894736842105262,0.8,0.5,0.6,0.4,0.0,2.4,4.0,0.2,0.030300275732509166,0.027775463155848123,1.2,2.2,0.0,0.0,0
F1,2017-09-12,Guingamp,Dijon,4,0,H,2,0,H,17,8,9,1,5,7,18,2,0,0,0,1,5.229166666666668,13.450000000000005,8.2,2017,1.5289473684210526,1.1894736842105262,1.0,0.5,1.4,0.4,2.0,0.6,0.0,1.8,0.06450988614005096,0.08107450747236711,2.0,2.6,0.0,0.0,0
F1,2017-09-12,Metz,Rennes,1,1,D,1,0,H,13,5,6,4,14,11,5,6,3,3,0,0,-0.3749999999999999,17.516666666666662,0.0,2017,1.5289473684210526,1.1894736842105262,0.2,0.5,1.2,0.5,0.0,2.2,1.0,1.4,0.0,0.14284183837445988,1.8,2.4,0.0,1.0,0
F1,2017-09-12,Monaco,Troyes,3,2,H,0,1,A,19,5,6,3,14,22,16,1,4,5,0,0,5.391666666666667,9.383333333333336,4.7,2017,1.5289473684210526,1.1894736842105262,2.2,0.5,0.8,0.4,3.0,0.6,1.0,1.6,0.25803954456020384,0.03999520057593089,2.6,2.0,0.0,0.0,0
F1,2017-09-12,Paris SG,Lille,3,1,H,1,0,H,14,7,5,2,14,19,5,4,2,2,0,0,1.8125,14.558333333333335,0.0,2017,1.5289473684210526,1.1894736842105262,3.4,0.6,1.0,0.4,3.0,0.6,1.0,1.6,0.15516438804889401,0.06895838361548806,1.2,2.6,0.0,0.0,0
F1,2017-09-12,Toulouse,Caen,2,0,H,0,0,D,10,11,3,3,15,10,4,5,1,2,0,0,4.995833333333333,11.249999999999998,0.5,2017,1.5289473684210526,1.1894736842105262,0.4,0.5,0.2,0.4,3.0,0.6,2.0,1.6,0.021737712757863615,0.0,2.2,1.4,0.0,0.0,0
F1,2017-10-12,Amiens,Lyon,1,2,A,1,0,H,14,12,6,3,11,15,2,2,1,2,0,0,5.541666666666668,28.85416666666667,11.499999999999998,2017,1.5289473684210526,1.1894736842105262,1.4,0.5,4.0,0.4,2.0,0.8,3.0,0.8,0.23074260662231283,0.3428277576207754,2.0,2.6,0.0,1.0,0
F1,2017-10-12,Marseille,St Etienne,3,0,H,1,0,H,18,5,7,1,13,10,7,2,1,2,0,1,9.4375,12.475,7.1000000000000005,2017,1.5289473684210526,1.1894736842105262,2.2,0.5,0.6,0.3,3.0,1.0,2.0,1.6,0.13332666699998333,0.043472590531669776,2.8,2.4,0.0,0.0,0
F1,2017-10-12,Nantes,Nice,1,2,A,1,1,D,22,12,4,5,13,12,5,3,1,4,0,0,10.195833333333333,26.02499999999999,11.8,2017,1.5289473684210526,1.1894736842105262,1.4,0.6,0.8,0.4,3.0,0.4,1.0,1.4,0.13887731577924062,0.10713137878084492,1.4,2.6,0.0,1.0,0
F1,2017-12-15,St Etienne,Monaco,0,4,A,0,2,A,5,22,3,9,11,11,4,4,1,0,1,0,4.033333333333333,11.279166666666669,3.6000000000000005,2017,1.5289473684210526,1.1894736842105262,1.2,0.5,1.8,0.4,0.0,2.0,2.0,1.0,0.07894113622608742,0.08332638946754438,2.6,1.2,1.0,0.0,0
F1,2017-12-16,Caen,Guingamp,0,0,D,0,0,D,11,8,2,5,20,13,5,4,2,4,0,0,4.791666666666666,13.945833333333333,2.5,2017,1.5289473684210526,1.1894736842105262,0.8,0.5,0.6,0.5,2.0,1.0,1.0,2.4,0.06122074158724976,0.03703292226789616,1.4,1.6,0.0,0.0,0
F1,2017-12-16,Dijon,Lille,3,0,H,3,0,H,13,9,8,5,14,9,3,4,1,1,0,0,2.1416666666666666,14.2625,1.6,2017,1.5289473684210526,1.1894736842105262,2.2,0.6,1.2,0.5,1.0,1.2,1.0,2.0,0.1999866675554963,0.1249843769528809,2.4,2.6,1.0,0.0,0
F1,2017-12-16,Montpellier,Metz,1,3,A,1,1,D,9,6,3,4,10,21,3,2,1,2,0,0,5.925000000000001,18.225000000000005,0.0,2017,1.5289473684210526,1.1894736842105262,1.4,0.6,0.4,0.4,2.0,0.6,1.0,1.8,0.12194229690510452,0.03124707058713246,2.8,2.6,0.0,0.0,0
F1,2017-12-16,Rennes,Paris SG,1,4,A,0,2,A,14,21,2,10,16,10,4,11,4,3,1,1,4.624999999999999,10.920833333333334,0.7,2017,1.5289473684210526,1.1894736842105262,1.2,0.6,2.4,0.4,3.0,0.4,1.0,1.2,0.1086885637893181,0.1290260148702482,2.2,3.4,0.0,0.0,0
F1,2017-12-16,Strasbourg,Toulouse,2,1,H,1,1,D,9,11,5,3,17,15,5,5,2,4,0,0,2.2375,8.791666666666668,2.8000000000000003,2017,1.5289473684210526,1.1894736842105262,1.8,0.6,0.8,0.3,1.0,1.4,1.0,1.4,0.18179339181020768,0.06249414117426492,2.4,3.0,0.0,0.0,0
F1,2017-12-16,Troyes,Amiens,1,0,H,0,0,D,19,11,7,3,18,14,9,0,4,2,0,0,2.975,15.320833333333333,1.8000000000000005,2017,1.5289473684210526,1.1894736842105262,1.6,0.6,0.8,0.3,2.0,1.4,1.0,1.0,0.16665277893508876,0.10343757542323209,2.4,3.2,0.0,0.0,0
F1,2017-12-17,Lyon,Marseille,2,0,H,1,0,H,8,19,5,5,10,19,5,10,0,2,0,0,1.929166666666667,6.5125,3.6000000000000005,2017,1.5289473684210526,1.1894736842105262,1.8,0.5,1.8,0.2,2.0,1.4,2.0,1.0,0.06249609399412536,0.12194229690510452,1.4,2.0,0.0,0.0,0
F1,2017-12-17,Nantes,Angers,1,0,H,1,0,H,10,7,4,0,9,15,3,6,3,2,1,0,7.270833333333332,11.79166666666667,1.9000000000000004,2017,1.5289473684210526,1.1894736842105262,1.4,0.4,1.0,0.2,2.0,0.8,1.0,1.4,0.08162765544966634,0.03999520057593089,1.6,3.4,0.0,0.0,0
F1,2017-12-17,Nice,Bordeaux,1,0,H,1,0,H,11,10,3,1,10,15,2,4,1,2,0,0,5.941666666666667,11.7125,0.0,2017,1.5289473684210526,1.1894736842105262,1.4,0.4,0.8,0.1,1.0,2.4,0.0,2.4,0.11110185262339249,0.06666000066660001,1.6,2.6,0.0,0.0,0
F1,2017-12-20,Amiens,Nantes,0,1,A,0,0,D,12,14,5,5,17,13,5,2,3,2,0,0,8.454166666666666,10.2,0.1,2017,1.5289473684210526,1.1894736842105262,1.6,0.4,0.8,0.1,2.0,0.8,0.0,1.8,0.19998000199980004,0.07499437542184337,1.8,2.8,0.0,0.0,0
F1,2017-12-20,Angers,Dijon,2,1,H,1,1,D,24,16,11,3,16,18,7,3,3,4,0,1,3.583333333333333,6.6625000000000005,0.1,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,1.2,0.0,0.0,2.4,0.0,2.2,0.06249414117426492,0.027024835824122368,1.6,2.2,0.0,0.0,0
F1,2017-12-20,Bordeaux,Montpellier,0,2,A,0,0,D,8,14,1,6,14,13,4,2,3,3,0,0,3.5916666666666672,5.991666666666667,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.3,0.6,0.0,1.0,1.4,3.0,0.4,0.12120110293003666,0.03225494307002548,2.6,2.0,0.0,0.0,0
F1,2017-12-20,Guingamp,St Etienne,2,1,H,0,0,D,27,3,6,3,13,13,10,0,3,2,0,1,7.874999999999999,8.441666666666665,0.0,2017,1.5289473684210526,1.1894736842105262,1.6,0.4,0.4,0.0,3.0,0.4,1.0,2.2,0.13887731577924062,0.04166145898429363,1.8,2.2,0.0,0.0,0
F1,2017-12-20,Lille,Nice,1,1,D,0,1,A,5,8,1,3,18,11,3,4,2,4,0,0,7.399999999999999,7.654166666666662,0.1,2017,1.5289473684210526,1.1894736842105262,1.2,0.4,1.0,0.1,1.0,1.6,0.0,1.6,0.09999250056245781,0.1562353529356623,1.6,2.4,0.0,1.0,0
F1,2017-12-20,Marseille,Troyes,3,1,H,1,1,D,20,8,8,3,11,13,8,2,1,0,0,0,6.916666666666667,9.304166666666667,0.0,2017,1.5289473684210526,1.1894736842105262,2.6,0.4,1.0,0.1,4.0,0.4,0.0,2.2,0.13432234377565183,0.13634504385765578,1.8,2.4,0.0,0.0,0
F1,2017-12-20,Metz,Strasbourg,3,0,H,0,0,D,26,7,9,2,17,13,10,8,4,1,0,0,4.9625,6.866666666666666,3.6,2017,1.5289473684210526,1.1894736842105262,0.4,0.4,1.6,0.2,0.0,2.2,1.0,1.4,0.023254191568030137,0.16665000166650004,1.8,1.4,0.0,0.0,0
F1,2017-12-20,Monaco,Rennes,2,1,H,1,0,H,14,8,4,2,21,19,8,1,3,2,0,0,5.558333333333333,8.087500000000004,0.0,2017,1.5289473684210526,1.1894736842105262,2.6,0.5,1.0,0.2,3.0,0.8,1.0,1.2,0.1562353529356623,0.15382840441487522,2.8,2.4,1.0,1.0,0
F1,2017-12-20,Paris SG,Caen,3,1,H,1,0,H,21,9,7,4,7,12,5,6,2,2,0,0,6.979166666666667,9.283333333333331,0.0,2017,1.5289473684210526,1.1894736842105262,3.6,0.6,0.2,0.2,2.0,0.8,2.0,1.8,0.16070567648161704,0.0,1.0,1.4,0.0,0.0,0
F1,2017-12-20,Toulouse,Lyon,1,2,A,0,1,A,17,14,5,10,16,11,8,4,3,2,0,0,4.254166666666666,11.975,0.0,2017,1.5289473684210526,1.1894736842105262,0.8,0.6,3.8,0.3,4.0,0.4,3.0,0.4,0.06666222251849876,0.2646825280122342,1.8,2.4,0.0,1.0,0
F1,2018-12-01,Strasbourg,Guingamp,0,2,A,0,2,A,14,10,3,5,14,14,7,7,1,2,0,0,3.5875,8.120833333333332,0.0,2017,1.5289473684210526,1.1894736842105262,1.6,0.7,0.4,0.3,1.0,1.0,2.0,1.8,0.19997000449932506,0.043472590531669776,2.2,2.0,0.0,0.0,0
F1,2018-01-13,Caen,Lille,0,1,A,0,1,A,15,12,7,5,15,11,5,3,3,3,1,1,5.0458333333333325,14.700000000000005,0.0,2017,1.5289473684210526,1.1894736842105262,0.8,0.7,0.6,0.3,3.0,0.6,0.0,2.6,0.04761564650144037,0.13041777159500934,1.6,2.4,0.0,0.0,0
F1,2018-01-13,Dijon,Metz,1,1,D,1,0,H,12,12,7,6,10,15,6,7,2,2,1,0,2.2374999999999994,7.645833333333333,0.0,2017,1.5289473684210526,1.1894736842105262,2.6,0.8,1.0,0.4,2.0,0.8,1.0,1.8,0.20928772411227123,0.12901977228010192,2.0,2.2,1.0,0.0,0
F1,2018-01-13,Montpellier,Monaco,0,0,D,0,0,D,16,13,4,6,15,10,10,6,5,1,0,0,6.570833333333333,10.645833333333334,3.0,2017,1.5289473684210526,1.1894736842105262,1.2,0.7,1.8,0.5,1.0,1.2,2.0,1.0,0.12499062570307228,0.1086885637893181,2.4,0.8,0.0,0.0,0
F1,2018-01-13,Nice,Amiens,1,0,H,0,0,D,20,9,7,3,10,13,7,1,1,0,0,0,8.041666666666666,8.387500000000001,0.0,2017,1.5289473684210526,1.1894736842105262,1.2,0.7,0.8,0.4,2.0,1.6,1.0,1.0,0.11110185262339249,0.07142091918722994,1.4,2.6,0.0,0.0,0
F1,2018-01-13,Rennes,Marseille,0,3,A,0,2,A,13,18,3,5,8,18,3,2,1,2,0,0,5.1,14.908333333333331,0.0,2017,1.5289473684210526,1.1894736842105262,1.4,0.6,1.2,0.4,3.0,1.0,2.0,0.8,0.09258744884543452,0.08695085103145446,2.2,1.8,0.0,0.0,0
F1,2018-01-13,Troyes,Bordeaux,0,1,A,0,1,A,8,10,3,4,15,13,2,2,4,0,0,0,3.495833333333335,10.0875,0.0,2017,1.5289473684210526,1.1894736842105262,1.4,0.7,0.4,0.3,3.0,1.2,0.0,1.4,0.09523129300288075,0.058818339558274264,2.6,2.6,0.0,0.0,0
F1,2018-01-14,Lyon,Angers,1,1,D,0,1,A,19,9,7,2,11,18,12,1,2,4,0,1,5.329166666666667,5.845833333333332,0.1,2017,1.5289473684210526,1.1894736842105262,1.6,0.7,0.6,0.3,3.0,0.8,0.0,1.6,0.06817716973842693,0.0,1.2,3.0,0.0,0.0,0
F1,2018-01-14,Nantes,Paris SG,0,1,A,0,1,A,13,20,3,3,17,11,2,5,3,2,1,0,6.695833333333332,9.329166666666666,2.4,2017,1.5289473684210526,1.1894736842105262,1.4,0.7,2.8,0.4,2.0,0.8,1.0,1.2,0.06249609399412536,0.10293663514844933,1.8,3.2,0.0,0.0,0
F1,2018-01-14,St Etienne,Toulouse,2,0,H,1,0,H,11,19,5,8,14,22,4,10,1,3,0,0,4.499999999999999,7.016666666666668,2.2,2017,1.5289473684210526,1.1894736842105262,0.6,0.6,0.8,0.3,0.0,2.6,1.0,1.6,0.09999000099990002,0.06060055146501833,2.4,3.4,1.0,0.0,0
F1,2018-01-16,Bordeaux,Caen,0,2,A,0,0,D,13,10,5,3,13,12,7,2,3,5,1,0,12.191666666666665,28.891666666666666,2.5000000000000004,2017,1.5289473684210526,1.1894736842105262,0.8,0.5,0.2,0.3,1.0,1.6,1.0,2.4,0.09374121176139738,0.02856897980173128,2.6,1.6,0.0,0.0,0
F1,2018-01-16,Marseille,Strasbourg,2,0,H,0,0,D,15,4,7,2,6,15,7,4,2,3,0,0,12.704166666666666,28.56666666666668,0.4,2017,1.5289473684210526,1.1894736842105262,2.8,0.6,1.4,0.3,3.0,0.6,1.0,1.8,0.11863803535413453,0.1851646113394808,1.6,1.2,0.0,0.0,0
F1,2018-01-16,Monaco,Nice,2,2,D,1,0,H,6,9,3,5,10,12,6,3,4,4,0,0,11.0,25.77083333333333,0.0,2017,1.5289473684210526,1.1894736842105262,2.6,0.6,1.2,0.2,2.0,1.0,0.0,1.4,0.15788227245217484,0.17855229796807487,2.8,3.0,1.0,1.0,0
F1,2018-01-17,Amiens,Montpellier,1,1,D,0,1,A,13,16,3,5,10,6,2,3,2,1,0,0,5.0625,28.725000000000005,3.4,2017,1.5289473684210526,1.1894736842105262,1.4,0.6,0.8,0.2,1.0,1.0,4.0,0.2,0.0882275093374114,0.09999000099990002,1.8,2.4,0.0,0.0,0
F1,2018-01-17,Angers,Troyes,3,1,H,1,0,H,12,8,5,2,15,17,8,2,0,5,0,0,6.020833333333333,25.34166666666667,0.2,2017,1.5289473684210526,1.1894736842105262,0.8,0.6,0.8,0.2,0.0,2.0,0.0,2.4,0.08510095100312746,0.15786981002999526,1.8,2.0,0.0,0.0,0
F1,2018-01-17,Guingamp,Lyon,0,2,A,0,1,A,8,21,3,13,20,16,3,11,2,2,0,0,6.683333333333333,28.40416666666667,2.4,2017,1.5289473684210526,1.1894736842105262,1.6,0.7,3.2,0.3,2.0,0.6,2.0,0.6,0.1111049386145214,0.16214901494473422,1.8,2.4,0.0,1.0,0
F1,2018-01-17,Lille,Rennes,1,2,A,1,0,H,11,22,3,12,15,4,2,9,1,0,0,0,4.391666666666666,25.812500000000004,0.6,2017,1.5289473684210526,1.1894736842105262,1.4,0.6,1.2,0.3,1.0,1.0,1.0,1.2,0.1851646113394808,0.19044898347855066,1.8,1.6,0.0,1.0,0
F1,2018-01-17,Metz,St Etienne,3,0,H,2,0,H,19,7,12,4,14,11,6,3,1,4,0,1,3.025,28.53333333333333,8.2,2017,1.5289473684210526,1.1894736842105262,0.8,0.6,0.4,0.3,1.0,1.8,1.0,2.2,0.08332812532550048,0.05262327000999842,2.4,2.4,0.0,0.0,0
F1,2018-01-17,Paris SG,Dijon,8,0,H,4,0,H,23,6,14,1,8,16,9,4,0,1,0,0,5.445833333333333,27.70833333333334,1.5000000000000002,2017,1.5289473684210526,1.1894736842105262,3.0,0.6,0.8,0.2,2.0,0.6,0.0,2.0,0.1481399181526952,0.04999625028122891,1.2,2.0,0.0,0.0,0
F1,2018-01-17,Toulouse,Nantes,1,1,D,0,1,A,15,11,3,2,17,16,3,2,2,4,0,0,9.0375,26.96666666666667,5.6,2017,1.5289473684210526,1.1894736842105262,0.8,0.6,0.8,0.3,3.0,0.8,1.0,1.6,0.0975538375240836,0.06521313827359085,2.2,2.8,0.0,0.0,0
F1,2018-01-19,Caen,Marseille,0,2,A,0,0,D,5,12,2,4,18,15,1,4,2,3,0,0,5.5625,19.80416666666667,0.8999999999999999,2017,1.5289473684210526,1.1894736842105262,0.6,0.6,1.6,0.4,2.0,0.8,2.0,0.8,0.022220740839499587,0.09301676627212055,2.0,1.6,0.0,0.0,0
F1,2018-01-20,Amiens,Guingamp,3,1,H,1,1,D,13,6,6,1,9,11,7,3,0,2,0,0,5.525000000000001,15.9375,4.4,2017,1.5289473684210526,1.1894736842105262,1.4,0.5,0.6,0.5,1.0,1.0,3.0,1.4,0.05127810681229649,0.10343757542323209,1.8,2.2,0.0,0.0,0
F1,2018-01-20,Montpellier,Toulouse,2,1,H,1,1,D,22,9,5,3,18,13,5,4,1,4,0,1,9.458333333333334,16.000000000000004,2.4000000000000004,2017,1.5289473684210526,1.1894736842105262,1.2,0.4,0.6,0.5,2.0,1.0,0.0,2.0,0.052627424150724945,0.024998125140614454,2.6,3.2,0.0,0.0,0
F1,2018-01-20,Nantes,Bordeaux,0,1,A,0,1,A,14,9,4,3,19,11,3,5,1,2,0,0,11.1,29.9375,15.7,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,0.6,0.5,2.0,0.8,1.0,1.2,0.044441481678999174,0.0882275093374114,1.8,2.4,0.0,0.0,0
F1,2018-01-20,Rennes,Angers,1,0,H,0,0,D,9,9,2,3,13,17,5,4,3,5,0,1,10.604166666666666,24.15833333333333,15.099999999999998,2017,1.5289473684210526,1.1894736842105262,1.2,0.3,0.4,0.5,2.0,1.6,0.0,1.4,0.057688979481952965,0.04166145898429363,2.2,3.4,0.0,0.0,0
F1,2018-01-20,Strasbourg,Dijon,3,2,H,2,2,D,16,12,9,5,17,22,5,1,1,1,0,0,3.375,16.683333333333334,8.4,2017,1.5289473684210526,1.1894736842105262,1.2,0.2,0.4,0.4,1.0,1.0,0.0,3.4,0.14284183837445988,0.033330000333300004,1.8,1.8,0.0,0.0,0
F1,2018-01-20,Troyes,Lille,1,0,H,1,0,H,7,9,2,1,13,10,5,6,0,2,0,0,5.75,23.83333333333334,12.599999999999998,2017,1.5289473684210526,1.1894736842105262,1.4,0.2,0.8,0.5,3.0,0.4,1.0,2.0,0.0243884593810209,0.07142091918722994,3.0,2.6,0.0,0.0,0
F1,2018-01-21,Lyon,Paris SG,2,1,H,1,1,D,11,11,6,3,16,11,3,7,2,3,0,1,7.741666666666666,8.850000000000001,5.9,2017,1.5289473684210526,1.1894736842105262,1.2,0.1,2.6,0.6,3.0,0.6,2.0,0.8,0.08332812532550048,0.08571061240232561,0.8,3.0,0.0,0.0,0
F1,2018-01-21,Monaco,Metz,3,1,H,1,0,H,13,3,6,2,11,15,6,3,1,1,0,1,10.291666666666666,6.8,0.0,2017,1.5289473684210526,1.1894736842105262,1.8,0.0,1.0,0.6,1.0,1.4,1.0,1.4,0.17947337384303774,0.1612747153501274,3.4,2.4,1.0,0.0,0
F1,2018-01-21,Nice,St Etienne,1,0,H,1,0,H,7,9,2,2,15,23,4,4,3,1,0,0,10.729166666666666,6.970833333333331,0.0,2017,1.5289473684210526,1.1894736842105262,1.2,0.1,0.4,0.5,3.0,1.2,0.0,2.8,0.1086885637893181,0.06665333599946677,1.6,2.6,0.0,0.0,0
F1,2018-01-26,Dijon,Rennes,2,1,H,1,1,D,14,13,4,4,10,17,3,5,3,2,0,0,6.104166666666668,8.120833333333335,14.6,2017,1.5289473684210526,1.1894736842105262,2.6,0.1,1.4,0.5,1.0,1.0,0.0,1.4,0.16665476275504132,0.11427591920692512,1.8,1.2,1.0,2.0,0
F1,2018-01-27,Angers,Amiens,1,0,H,1,0,H,16,3,7,0,14,19,5,4,1,3,0,0,2.7833333333333337,7.9125,0.0,2017,1.5289473684210526,1.1894736842105262,1.4,0.2,0.6,0.4,0.0,2.0,1.0,1.0,0.12244148317449952,0.0,1.4,1.6,0.0,0.0,0
F1,2018-01-27,Guingamp,Nantes,0,3,A,0,0,D,6,13,0,5,9,17,3,9,2,3,0,0,7.745833333333333,14.441666666666665,0.5,2017,1.5289473684210526,1.1894736842105262,1.4,0.2,1.0,0.4,2.0,0.8,1.0,1.6,0.11537795896390593,0.0638257132523456,2.0,3.2,0.0,0.0,0
F1,2018-01-27,Metz,Nice,2,1,H,0,0,D,15,13,5,5,26,19,4,2,4,5,0,1,4.108333333333333,7.908333333333334,0.0,2017,1.5289473684210526,1.1894736842105262,1.4,0.3,1.6,0.3,2.0,1.2,0.0,1.2,0.12068341292691757,0.17239595903872015,2.0,3.8,0.0,1.0,0
F1,2018-01-27,Paris SG,Montpellier,4,0,H,2,0,H,11,16,7,3,16,11,2,10,1,2,0,0,3.8958333333333335,10.070833333333336,0.1,2017,1.5289473684210526,1.1894736842105262,4.0,0.4,0.8,0.3,2.0,0.6,3.0,0.4,0.24136682585383515,0.09999250056245781,1.2,2.0,0.0,0.0,0
F1,2018-01-27,St Etienne,Caen,2,1,H,1,1,D,12,14,4,3,12,17,3,8,2,1,0,0,3.958333333333334,10.079166666666666,7.499999999999998,2017,1.5289473684210526,1.1894736842105262,1.0,0.5,0.6,0.4,1.0,2.4,2.0,2.0,0.10343757542323209,0.09999000099990002,2.2,2.2,1.0,0.0,0
F1,2018-01-27,Toulouse,Troyes,1,0,H,1,0,H,20,1,7,0,11,15,6,2,1,4,0,1,4.7125,12.04166666666667,1.6,2017,1.5289473684210526,1.1894736842105262,1.0,0.5,1.0,0.3,2.0,1.0,0.0,2.8,0.09523129300288075,0.19044898347855066,2.2,2.4,0.0,0.0,0
F1,2018-01-28,Bordeaux,Lyon,3,1,H,3,1,H,9,9,4,4,17,12,2,1,3,3,1,0,3.1875,5.366666666666666,0.0,2017,1.5289473684210526,1.1894736842105262,0.8,0.5,2.6,0.3,1.0,1.6,2.0,0.6,0.0,0.1276514265046912,2.8,2.4,0.0,1.0,0
F1,2018-01-28,Lille,Strasbourg,2,1,H,0,0,D,8,11,5,2,5,11,6,2,1,1,0,0,9.883333333333336,21.416666666666668,0.0,2017,1.5289473684210526,1.1894736842105262,1.2,0.5,1.0,0.3,1.0,1.0,1.0,2.0,0.11537130331115641,0.142836737608913,1.8,1.6,0.0,0.0,0
F1,2018-01-28,Marseille,Monaco,2,2,D,1,1,D,17,9,6,3,20,15,5,7,3,2,0,0,9.004166666666666,5.595833333333334,0.0,2017,1.5289473684210526,1.1894736842105262,2.8,0.5,1.4,0.3,4.0,0.2,3.0,0.4,0.15093485274418425,0.09090289298456923,1.2,0.8,0.0,0.0,0
F1,2018-02-02,Marseille,Metz,6,3,H,3,0,H,18,18,10,8,9,17,3,5,1,0,0,0,6.774999999999999,22.875000000000004,0.0,2017,1.5289473684210526,1.1894736842105262,2.2,0.5,1.2,0.2,3.0,0.6,1.0,1.6,0.1346076187912236,0.23806122934818835,1.8,2.0,0.0,0.0,0
F1,2018-03-02,Amiens,St Etienne,0,2,A,0,0,D,8,16,0,8,10,16,3,4,2,1,0,0,3.133333333333333,7.720833333333334,5.1,2017,1.5289473684210526,1.1894736842105262,1.4,0.5,0.2,0.2,0.0,1.2,0.0,2.4,0.10525484830144989,0.05262327000999842,1.2,2.2,0.0,0.0,0
F1,2018-03-02,Lille,Paris SG,0,3,A,0,1,A,10,19,3,9,11,4,3,9,1,1,0,0,2.504166666666667,7.074999999999999,1.7000000000000004,2017,1.5289473684210526,1.1894736842105262,1.6,0.6,1.8,0.2,1.0,1.0,1.0,1.2,0.16664583593717452,0.11537795896390593,1.6,3.0,0.0,0.0,0
F1,2018-03-02,Montpellier,Angers,2,1,H,1,1,D,8,8,3,2,10,10,5,1,0,2,0,0,5.316666666666667,17.229166666666668,0.0,2017,1.5289473684210526,1.1894736842105262,1.4,0.6,0.2,0.2,2.0,1.0,0.0,1.4,0.0638257132523456,0.03999520057593089,2.4,3.6,0.0,0.0,0
F1,2018-03-02,Nice,Toulouse,0,1,A,0,0,D,14,6,2,1,14,13,11,1,2,2,0,0,7.208333333333333,9.041666666666668,0.0,2017,1.5289473684210526,1.1894736842105262,1.2,0.6,0.6,0.2,3.0,1.2,0.0,2.0,0.07894113622608742,0.05127810681229649,2.0,3.2,0.0,0.0,0
F1,2018-03-02,Strasbourg,Bordeaux,0,2,A,0,1,A,9,7,0,4,13,15,7,2,1,4,0,0,1.754166666666667,7.166666666666668,0.8999999999999999,2017,1.5289473684210526,1.1894736842105262,1.4,0.6,0.8,0.2,1.0,1.2,2.0,1.0,0.12819526703074124,0.06895838361548806,1.8,1.8,0.0,0.0,0
F1,2018-04-02,Caen,Nantes,3,2,H,1,1,D,16,14,7,4,11,9,6,4,1,2,0,0,3.429166666666666,16.5625,0.1,2017,1.5289473684210526,1.1894736842105262,0.4,0.6,1.4,0.3,2.0,1.0,2.0,0.8,0.0,0.1315685603768124,2.0,3.2,0.0,0.0,0
F1,2018-04-02,Monaco,Lyon,3,2,H,2,2,D,12,13,7,4,18,15,3,7,3,3,1,0,6.499999999999999,7.837499999999999,0.3,2017,1.5289473684210526,1.1894736842105262,2.2,0.7,1.8,0.2,1.0,1.2,1.0,1.2,0.21210193012756418,0.11362861623071156,3.0,2.4,1.0,1.0,0
