Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,temperature,wind_speed,precipitation,season,league_home_avg,league_away_avg,HomeTeam_goals_5avg,HomeTeam_win_pct,AwayTeam_goals_5avg,AwayTeam_win_pct,Home_clean_sheets_5,Home_goals_conceded_5avg,Away_clean_sheets_5,Away_goals_conceded_5avg,Home_shot_conv_3,Away_shot_conv_3,Home_avg_cards_5,Away_avg_cards_5,Home_comeback_pts_10,Away_comeback_pts_10,h2h_goal_diff
F1,2017-04-08,Monaco,Toulouse,3,2,H,1,1,D,17,6,7,3,12,23,8,2,1,3,0,0,27.35416666666666,4.391666666666666,0.0,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.5,1.0394736842105263,0.5,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-05-08,Lyon,Strasbourg,4,0,H,1,0,H,12,7,7,1,11,16,3,4,2,3,0,0,25.59583333333333,10.279166666666669,0.2,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.5,1.0394736842105263,0.5,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-05-08,Metz,Guingamp,1,3,A,1,1,D,6,13,4,5,9,13,3,3,1,2,0,0,19.6375,15.54166666666667,0.4,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-05-08,Montpellier,Caen,1,0,H,0,0,D,10,8,2,1,9,11,9,3,2,1,0,0,30.2375,9.845833333333337,1.2,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-05-08,Paris SG,Amiens,2,0,H,1,0,H,16,7,5,1,9,12,8,3,0,1,0,0,19.4125,14.133333333333333,4.799999999999999,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-05-08,St Etienne,Nice,1,0,H,1,0,H,8,6,3,2,11,8,2,7,2,1,0,0,22.429166666666664,9.416666666666666,0.5,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-05-08,Troyes,Rennes,1,1,D,0,0,D,11,16,4,4,13,8,6,7,1,0,0,0,20.054166666666667,14.629166666666668,0.3,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-06-08,Angers,Bordeaux,2,2,D,1,1,D,9,7,5,4,16,15,0,5,3,2,0,0,17.729166666666668,7.929166666666666,0.0,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,1.0,0
F1,2017-06-08,Lille,Nantes,3,0,H,0,0,D,14,9,5,4,11,17,15,3,2,3,0,0,16.683333333333337,10.133333333333336,0.0,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-06-08,Marseille,Dijon,3,0,H,0,0,D,18,12,5,1,7,10,7,3,1,0,0,0,26.820833333333336,25.32916666666667,0.8,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-11-08,Nice,Troyes,1,2,A,0,0,D,20,10,6,4,11,8,10,4,2,3,0,0,22.42083333333333,10.5875,0.3,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-11-08,Rennes,Lyon,1,2,A,0,0,D,17,17,5,8,9,16,14,2,1,3,0,0,16.233333333333338,10.979166666666664,0.0,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,1.0,0
F1,2017-12-08,Amiens,Angers,0,2,A,0,1,A,10,12,1,6,8,18,5,5,3,2,0,0,16.925,18.191666666666663,2.8000000000000003,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-12-08,Bordeaux,Metz,2,0,H,1,0,H,12,6,5,1,17,10,5,1,1,2,0,0,18.441666666666663,7.45,0.0,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-12-08,Caen,St Etienne,0,1,A,0,0,D,10,6,4,4,12,15,8,2,1,1,0,0,16.945833333333336,18.141666666666666,0.1,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,1.0,0
F1,2017-12-08,Nantes,Marseille,0,1,A,0,0,D,14,13,3,10,13,12,6,9,1,3,0,0,17.633333333333336,15.3625,0.2,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-12-08,Toulouse,Montpellier,1,0,H,1,0,H,8,14,4,1,25,12,5,3,4,3,0,0,18.241666666666667,9.120833333333335,0.0,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-13,Dijon,Monaco,1,4,A,1,3,A,15,16,3,6,10,12,6,10,0,2,0,0,18.7,5.345833333333334,2.8,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,1.0,0
F1,2017-08-13,Guingamp,Paris SG,0,3,A,0,0,D,4,21,0,8,9,13,4,6,2,2,0,0,15.283333333333331,6.358333333333334,0.0,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-13,Strasbourg,Lille,3,0,H,0,0,D,22,12,9,2,8,13,7,5,1,2,0,1,18.1875,8.4,1.3,2017,1.5289473684210526,1.1894736842105262,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.4157894736842105,0.0,1.0394736842105263,0.11179456589356812,0.10331107863098202,1.5701119157340355,1.8169848584595127,1.0,0.0,0
F1,2017-08-18,Metz,Monaco,0,1,A,0,0,D,9,22,5,5,17,16,6,6,2,1,0,0,18.666666666666668,13.579166666666666,12.799999999999995,2017,1.5289473684210526,1.1894736842105262,1.0,0.0,4.0,0.1,0.0,1.4157894736842105,0.0,1.0394736842105263,0.16663889351774702,0.24998437597650144,1.5701119157340355,1.8169848584595127,0.0,1.0,0
F1,2017-08-19,Lyon,Bordeaux,3,3,D,2,1,H,8,16,5,6,20,16,0,8,2,2,1,0,19.820833333333333,12.120833333333332,0.1,2017,1.5289473684210526,1.1894736842105262,4.0,0.1,2.0,0.1,0.0,1.4157894736842105,0.0,1.0394736842105263,0.3333055578701775,0.285673475217826,1.5701119157340355,1.8169848584595127,0.0,1.0,0
F1,2017-08-19,Montpellier,Strasbourg,1,1,D,0,1,A,16,7,5,1,6,18,9,2,2,3,0,0,24.6875,15.758333333333333,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.2,0.0,0.1,0.0,1.4157894736842105,0.0,1.0394736842105263,0.09999000099990002,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-19,Nice,Guingamp,2,0,H,1,0,H,14,13,8,1,12,15,4,5,2,2,0,0,24.14999999999999,8.220833333333335,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.2,3.0,0.2,0.0,1.4157894736842105,0.0,1.0394736842105263,0.049997500124993745,0.2307514806553342,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-19,Rennes,Dijon,2,2,D,1,0,H,14,12,7,4,9,13,7,0,2,4,0,0,16.016666666666662,12.04166666666667,0.2,2017,1.5289473684210526,1.1894736842105262,1.0,0.2,0.0,0.2,0.0,1.4157894736842105,0.0,1.0394736842105263,0.0588200694076819,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-19,St Etienne,Amiens,3,0,H,2,0,H,13,16,5,1,11,12,3,11,2,2,0,0,17.05,10.858333333333334,0.6,2017,1.5289473684210526,1.1894736842105262,1.0,0.3,0.0,0.2,0.0,1.4157894736842105,0.0,1.0394736842105263,0.1249843769528809,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-19,Troyes,Nantes,0,1,A,0,0,D,8,11,1,4,7,8,2,10,1,0,0,1,16.641666666666666,12.504166666666668,0.2,2017,1.5289473684210526,1.1894736842105262,1.0,0.3,0.0,0.2,0.0,1.4157894736842105,0.0,1.0394736842105263,0.0909008271975275,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-20,Lille,Caen,0,2,A,0,1,A,15,11,4,3,9,12,5,3,2,2,0,0,15.875,13.500000000000002,0.1,2017,1.5289473684210526,1.1894736842105262,3.0,0.4,0.0,0.2,0.0,1.4157894736842105,0.0,1.0394736842105263,0.2142704092564817,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-20,Marseille,Angers,1,1,D,1,0,H,12,11,2,4,20,7,11,2,3,2,1,0,23.13333333333333,28.329166666666666,0.0,2017,1.5289473684210526,1.1894736842105262,3.0,0.5,2.0,0.3,0.0,1.4157894736842105,0.0,1.0394736842105263,0.1666574079217821,0.16665277893508876,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-20,Paris SG,Toulouse,6,2,H,2,1,H,24,7,15,1,8,19,7,1,0,4,1,0,16.462500000000002,7.591666666666668,0.0,2017,1.5289473684210526,1.1894736842105262,2.0,0.6,2.0,0.3,0.0,1.4157894736842105,0.0,1.0394736842105263,0.12499218798825072,0.33327778703549404,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-25,Paris SG,St Etienne,3,0,H,1,0,H,14,12,4,2,20,12,8,3,2,3,0,0,19.504166666666663,8.574999999999998,16.8,2017,1.5289473684210526,1.1894736842105262,4.0,0.7,1.0,0.3,1.0,1.4157894736842105,0.0,1.0394736842105263,0.19999000049997498,0.16663889351774702,1.5701119157340355,1.8169848584595127,0.0,1.0,0
F1,2017-08-26,Amiens,Nice,3,0,H,2,0,H,12,12,4,3,14,7,3,4,3,3,0,0,21.45416666666667,7.133333333333332,0.1,2017,1.5289473684210526,1.1894736842105262,0.0,0.6,0.0,0.3,0.0,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-26,Bordeaux,Troyes,2,1,H,1,0,H,12,5,8,2,9,17,4,4,0,1,0,0,25.20833333333333,8.008333333333333,0.0,2017,1.5289473684210526,1.1894736842105262,2.0,0.6,2.0,0.4,0.0,1.4157894736842105,0.0,1.0394736842105263,0.16665277893508876,0.19998000199980004,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-26,Caen,Metz,1,0,H,0,0,D,16,9,4,2,11,16,9,3,2,2,0,0,18.658333333333328,6.949999999999999,0.0,2017,1.5289473684210526,1.1894736842105262,0.0,0.6,0.0,0.3,0.0,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-26,Dijon,Montpellier,2,1,H,1,0,H,7,11,2,2,18,14,2,4,2,2,0,0,24.94583333333333,5.845833333333334,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.6,0.0,0.3,0.0,1.4157894736842105,0.0,1.0394736842105263,0.06666222251849876,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-26,Nantes,Lyon,0,0,D,0,0,D,6,16,2,3,13,11,1,8,1,1,0,0,22.137500000000003,4.3375,0.0,2017,1.5289473684210526,1.1894736842105262,0.0,0.5,2.0,0.4,0.0,1.4157894736842105,0.0,1.0394736842105263,0.0,0.1176401388153638,1.5701119157340355,1.8169848584595127,0.0,1.0,0
F1,2017-08-26,Toulouse,Rennes,3,2,H,1,1,D,11,14,7,3,19,22,3,4,4,3,0,1,25.054166666666664,21.416666666666668,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.6,1.0,0.4,0.0,1.4157894736842105,0.0,1.0394736842105263,0.1249843769528809,0.06249609399412536,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-27,Angers,Lille,1,1,D,0,0,D,11,13,2,3,10,10,7,1,2,5,0,0,24.329166666666666,9.704166666666667,6.8,2017,1.5289473684210526,1.1894736842105262,2.0,0.5,0.0,0.4,0.0,1.4157894736842105,0.0,1.0394736842105263,0.22219753360737698,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-27,Guingamp,Strasbourg,2,0,H,0,0,D,14,15,6,3,12,14,2,7,1,2,0,0,18.95833333333333,8.620833333333332,0.1,2017,1.5289473684210526,1.1894736842105262,0.0,0.4,0.5,0.3,0.0,1.4157894736842105,0.0,1.0394736842105263,0.0,0.0714183688044565,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-27,Monaco,Marseille,6,1,H,4,0,H,14,10,8,3,11,14,1,1,2,3,0,0,25.433333333333334,5.095833333333333,0.0,2017,1.5289473684210526,1.1894736842105262,3.0,0.4,1.0,0.4,0.0,1.4157894736842105,0.0,1.0394736842105263,0.1764602082230457,0.07691716021844473,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-08-09,Lille,Bordeaux,0,0,D,0,0,D,8,17,2,1,11,13,5,3,2,4,1,0,15.579166666666666,22.787500000000005,8.399999999999999,2017,1.5289473684210526,1.1894736842105262,1.5,0.3,2.5,0.3,1.0,1.4157894736842105,0.0,1.0394736842105263,0.10344114199020757,0.21737240239979133,1.5701119157340355,1.8169848584595127,0.0,1.0,0
F1,2017-08-09,Metz,Paris SG,1,5,A,1,1,D,8,23,1,12,10,8,6,7,0,1,1,0,16.791666666666664,22.17083333333333,0.3,2017,1.5289473684210526,1.1894736842105262,0.5,0.3,3.0,0.4,0.0,1.4157894736842105,0.0,1.0394736842105263,0.06665777896280496,0.14285034045997808,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-09-09,Caen,Dijon,2,1,H,1,1,D,12,9,3,4,19,17,8,3,1,2,1,0,13.845833333333331,16.1875,2.8000000000000003,2017,1.5289473684210526,1.1894736842105262,0.5,0.3,1.0,0.3,1.0,1.4157894736842105,0.0,1.0394736842105263,0.038458580109222366,0.08332638946754438,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-09-09,Montpellier,Nantes,0,1,A,0,0,D,11,12,3,4,7,12,8,3,1,2,1,0,17.550000000000004,9.320833333333336,1.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.3,0.5,0.4,1.0,1.4157894736842105,1.0,1.0394736842105263,0.07691716021844473,0.04999500049995001,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-09-09,Nice,Monaco,4,0,H,2,0,H,9,11,5,1,19,14,2,11,2,2,0,0,19.3125,7.991666666666664,26.8,2017,1.5289473684210526,1.1894736842105262,1.5,0.4,2.5,0.5,1.0,1.4157894736842105,1.0,1.0394736842105263,0.08823010411152285,0.13157202252513026,1.5701119157340355,1.8169848584595127,0.0,1.0,0
F1,2017-09-09,Strasbourg,Amiens,0,1,A,0,1,A,10,8,3,3,22,14,6,0,1,3,1,0,15.629166666666665,15.358333333333333,1.2000000000000002,2017,1.5289473684210526,1.1894736842105262,3.0,0.5,0.0,0.4,0.0,1.4157894736842105,0.0,1.0394736842105263,0.13635743829825916,0.0,1.5701119157340355,1.8169848584595127,1.0,0.0,0
F1,2017-09-09,Troyes,Toulouse,0,0,D,0,0,D,11,7,3,0,12,13,4,1,2,3,0,0,15.15,18.754166666666663,9.399999999999997,2017,1.5289473684210526,1.1894736842105262,0.5,0.4,2.0,0.4,0.0,1.4157894736842105,0.0,1.0394736842105263,0.05262603936427745,0.3076449776957391,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-10-09,Lyon,Guingamp,2,1,H,1,0,H,12,13,4,6,16,16,3,6,2,2,0,0,15.2875,11.504166666666668,0.1,2017,1.5289473684210526,1.1894736842105262,3.5,0.4,1.5,0.4,1.0,1.4157894736842105,0.0,1.0394736842105263,0.34996500349965004,0.1153757403276671,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-10-09,Marseille,Rennes,1,3,A,0,2,A,10,17,4,4,18,14,5,2,6,1,0,0,18.508333333333336,30.412500000000005,0.0,2017,1.5289473684210526,1.1894736842105262,2.0,0.4,1.5,0.4,1.0,1.4157894736842105,0.0,1.0394736842105263,0.13332444503699753,0.09999333377774815,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-10-09,St Etienne,Angers,1,1,D,1,1,D,8,15,4,6,9,19,1,3,3,2,1,1,12.216666666666669,10.220833333333331,3.4,2017,1.5289473684210526,1.1894736842105262,2.0,0.4,1.5,0.3,2.0,1.4157894736842105,1.0,1.0394736842105263,0.19045805161413198,0.1304234414398748,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-09-15,Toulouse,Bordeaux,0,1,A,0,0,D,16,14,5,4,17,10,3,9,3,1,0,0,14.549999999999995,8.779166666666669,0.7000000000000001,2017,1.5289473684210526,1.1894736842105262,2.0,0.5,1.6666666666666667,0.3,1.0,1.4157894736842105,1.0,1.6666666666666667,0.2105041574571098,0.12499062570307228,1.5701119157340355,2.6666666666666665,0.0,1.0,0
F1,2017-09-16,Dijon,St Etienne,0,1,A,0,0,D,18,16,7,6,13,14,1,4,3,3,0,0,10.75,6.620833333333334,3.9,2017,1.5289473684210526,1.1894736842105262,1.5,0.6,0.5,0.2,0.0,1.4157894736842105,1.0,1.0394736842105263,0.13635124079629124,0.055549383401844246,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-09-16,Guingamp,Lille,1,0,H,0,0,D,20,10,4,5,8,17,8,8,1,1,0,0,11.233333333333333,10.208333333333334,9.2,2017,1.5289473684210526,1.1894736842105262,1.0,0.6,0.5,0.2,1.0,1.4157894736842105,0.0,1.0394736842105263,0.11109876680368849,0.03999680025597952,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-09-16,Monaco,Strasbourg,3,0,H,1,0,H,14,10,5,1,13,12,5,5,2,2,0,0,17.870833333333334,7.212499999999999,0.5,2017,1.5289473684210526,1.1894736842105262,4.5,0.7,0.3333333333333333,0.1,0.0,1.4157894736842105,0.0,2.3333333333333335,0.2903038513644281,0.03447919180774403,1.5701119157340355,2.6666666666666665,0.0,0.0,0
F1,2017-09-16,Nantes,Caen,1,0,H,0,0,D,8,8,4,1,12,12,4,3,0,2,0,0,11.754166666666668,6.770833333333336,4.9,2017,1.5289473684210526,1.1894736842105262,0.0,0.6,1.0,0.1,1.0,1.4157894736842105,1.0,1.0394736842105263,0.0,0.1052520787285549,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-09-16,Troyes,Montpellier,0,1,A,0,1,A,7,9,0,3,19,10,2,6,3,3,1,0,10.495833333333334,7.233333333333333,4.1,2017,1.5289473684210526,1.1894736842105262,0.3333333333333333,0.5,0.5,0.1,1.0,0.6666666666666666,0.0,1.0394736842105263,0.033330000333300004,0.03999680025597952,1.3333333333333333,1.8169848584595127,0.0,0.0,0
F1,2017-09-17,Amiens,Marseille,0,2,A,0,0,D,8,22,3,6,11,15,6,3,2,3,0,0,10.925,5.095833333333333,0.6,2017,1.5289473684210526,1.1894736842105262,1.5,0.6,1.0,0.1,1.0,1.4157894736842105,1.0,1.0394736842105263,0.13635124079629124,0.08694896095991653,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-09-17,Angers,Metz,0,1,A,0,0,D,18,10,5,5,14,14,4,5,1,3,0,0,10.783333333333331,7.370833333333334,6.099999999999999,2017,1.5289473684210526,1.1894736842105262,1.5,0.6,0.0,0.1,0.0,1.4157894736842105,0.0,1.0394736842105263,0.14998500149985003,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-09-17,Paris SG,Lyon,2,0,H,0,0,D,14,12,5,5,11,13,9,4,3,2,0,0,11.525,4.5375,4.8,2017,1.5289473684210526,1.1894736842105262,3.6666666666666665,0.7,1.0,0.1,2.0,0.6666666666666666,1.0,1.0394736842105263,0.2036923874599559,0.06060238773407672,0.6666666666666666,1.8169848584595127,0.0,1.0,0
F1,2017-09-17,Rennes,Nice,0,1,A,0,0,D,17,6,4,3,17,17,6,5,1,5,0,0,11.508333333333333,5.833333333333333,3.4000000000000004,2017,1.5289473684210526,1.1894736842105262,1.5,0.6,0.0,0.1,0.0,1.4157894736842105,0.0,1.0394736842105263,0.09676795045480938,0.0,1.5701119157340355,1.8169848584595127,0.0,0.0,0
F1,2017-09-22,Lille,Monaco,0,4,A,0,2,A,11,12,2,7,18,14,1,1,1,2,0,0,14.329166666666666,7.616666666666666,0.5,2017,1.5289473684210526,1.1894736842105262,1.0,0.5,1.6666666666666667,0.1,2.0,0.6666666666666666,1.0,1.6666666666666667,0.08107450747236711,0.10203456931208293,2.0,1.6666666666666667,0.0,1.0,0
F1,2017-09-22,Nice,Angers,2,2,D,1,2,A,17,15,3,6,13,18,8,1,4,2,0,0,16.783333333333335,5.395833333333333,0.7999999999999999,2017,1.5289473684210526,1.1894736842105262,2.3333333333333335,0.5,1.3333333333333333,0.1,2.0,0.6666666666666666,1.0,0.6666666666666666,0.16277934097621097,0.10525484830144989,2.0,2.0,0.0,0.0,0
F1,2017-09-23,Bordeaux,Guingamp,3,1,H,1,0,H,21,10,8,4,14,14,5,2,4,2,0,0,18.49166666666667,7.104166666666667,0.1,2017,1.5289473684210526,1.1894736842105262,2.0,0.5,1.3333333333333333,0.1,1.0,1.4157894736842105,0.0,1.6666666666666667,0.16665277893508876,0.10255621362459298,1.5701119157340355,2.0,0.0,0.0,0
F1,2017-09-23,Caen,Amiens,1,0,H,0,0,D,17,2,4,0,14,19,7,3,1,2,0,0,13.9625,9.125,0.0,2017,1.5289473684210526,1.1894736842105262,1.0,0.5,0.3333333333333333,0.2,1.0,0.6666666666666666,1.0,1.6666666666666667,0.07894113622608742,0.03225494307002548,1.3333333333333333,2.0,0.0,0.0,0
F1,2017-09-23,Lyon,Dijon,3,3,D,1,1,D,20,11,6,6,17,19,8,1,1,5,0,0,16.708333333333332,4.820833333333334,0.0,2017,1.5289473684210526,1.1894736842105262,3.0,0.6,1.0,0.1,1.0,1.3333333333333333,0.0,2.3333333333333335,0.28122363528419214,0.0909008271975275,2.0,2.0,0.0,0.0,0
F1,2017-09-23,Metz,Troyes,0,1,A,0,0,D,15,9,7,2,11,12,5,4,3,3,0,1,14.116666666666662,6.999999999999999,0.3,2017,1.5289473684210526,1.1894736842105262,0.6666666666666666,0.6,1.5,0.1,0.0,3.0,0.0,1.0394736842105263,0.08694518106333955,0.19997333688841487,1.0,1.8169848584595127,0.0,0.0,0
F1,2017-09-23,Montpellier,Paris SG,0,0,D,0,0,D,5,10,2,1,15,13,2,11,2,2,0,0,18.175,6.854166666666668,0.0,2017,1.5289473684210526,1.1894736842105262,0.6666666666666666,0.5,4.0,0.2,1.0,0.6666666666666666,1.0,1.0394736842105263,0.054049671648244736,0.1818099177310122,1.6666666666666667,1.8169848584595127,0.0,0.0,0
F1,2017-09-24,Marseille,Toulouse,2,0,H,1,0,H,22,8,6,1,11,10,12,5,2,0,0,0,17.5375,8.4125,0.0,2017,1.5289473684210526,1.1894736842105262,1.6666666666666667,0.5,1.3333333333333333,0.2,1.0,1.3333333333333333,1.0,3.0,0.12499062570307228,0.19997000449932506,3.3333333333333335,3.3333333333333335,0.0,0.0,0
F1,2017-09-24,St Etienne,Rennes,2,2,D,1,1,D,9,9,4,4,11,14,9,5,3,3,1,0,15.575000000000005,7.099999999999999,0.0,2017,1.5289473684210526,1.1894736842105262,1.6666666666666667,0.4,2.0,0.3,2.0,0.3333333333333333,0.0,1.6666666666666667,0.17239595903872015,0.1276514265046912,2.3333333333333335,1.3333333333333333,0.0,0.0,0
F1,2017-09-24,Strasbourg,Nantes,1,2,A,1,2,A,21,12,6,5,7,5,12,3,1,1,0,0,14.220833333333337,8.104166666666666,0.0,2017,1.5289473684210526,1.1894736842105262,1.5,0.4,0.6666666666666666,0.4,1.0,1.4157894736842105,2.0,1.0,0.09374414099118804,0.06249414117426492,1.5701119157340355,1.6666666666666667,1.0,0.0,0
F1,2017-09-29,Monaco,Montpellier,1,1,D,1,0,H,8,15,1,3,19,12,3,4,3,1,0,0,19.995833333333326,5.770833333333333,0.0,2017,1.5289473684210526,1.1894736842105262,4.0,0.5,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.26664889007399506,0.058818339558274264,1.6666666666666667,2.6666666666666665,0.0,0.0,0
F1,2017-09-30,Dijon,Strasbourg,1,1,D,0,0,D,13,7,6,1,10,17,7,4,0,2,1,0,13.604166666666664,7.579166666666665,18.6,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,0.25,0.5,0.0,2.0,0.0,2.5,0.07499437542184337,0.03124707058713246,1.6666666666666667,2.5,0.0,0.0,0
F1,2017-09-30,Guingamp,Toulouse,1,1,D,1,1,D,6,11,4,2,17,18,6,4,1,2,0,0,13.941666666666665,18.83333333333333,2.3,2017,1.5289473684210526,1.1894736842105262,1.0,0.4,1.0,0.5,2.0,1.0,1.0,2.75,0.07894113622608742,0.09089669590510384,1.3333333333333333,2.5,0.0,0.0,0
